STORE_ID,display,SALES_VALUE
340,1,11541.889999999947
340,2,22885.790000000845
340,3,40607.54000000097
340,4,582.6900000000004
340,5,42678.979999998424
340,6,1510.1800000000044
340,7,38703.600000002516
340,9,49413.640000002306
340,A,14062.98000000027
341,0,257970.54000000592
341,1,86334.80999999717
341,2,143093.2100000205
341,3,860.66
341,4,22983.520000000433
341,5,21305.260000000355
341,6,477.77000000000055
341,7,9245.190000000051
341,9,85352.4699999985
341,A,1492.5900000000026
343,0,718395.6399997893
343,1,29189.74000000107
343,2,60569.43999999946
343,3,70986.47999999937
343,4,14286.519999999902
343,5,90629.26000000621
343,6,70383.95999999827
343,7,172376.05000001396
343,9,81995.67000000102
343,A,26729.910000000564
345,0,239102.36000000592
345,1,2465.8499999999985
345,2,788.33
345,3,45117.959999997496
345,4,18142.690000000057
345,5,30083.400000000667
345,6,14064.28999999928
345,7,109874.0199999979
345,9,96923.49000000325
345,A,16124.730000000034
346,0,413186.9200000487
346,1,1870.4700000000098
346,2,67019.47999999646
346,3,39952.12999999878
346,4,1266.4399999999964
346,5,47283.989999999016
346,6,3609.039999999964
346,7,85312.38999999798
346,9,85523.02000001236
346,A,394.57000000000005
352,0,101858.19000000285
352,1,2098.4399999999987
352,2,10149.539999999884
352,3,5732.4799999999805
352,4,372.69
352,5,10874.409999999863
352,6,4639.610000000002
352,7,17042.769999999502
352,9,3980.1400000000026
352,A,778.1200000000001
354,0,208475.46000000075
354,1,2902.5799999999913
354,2,19969.510000000464
354,3,26099.829999999678
354,4,3964.400000000012
354,5,25413.300000001578
354,6,2117.8400000000056
354,7,31147.460000000992
354,9,16273.460000000068
354,A,8080.089999999879
355,0,225280.03000001507
355,1,13407.299999999923
355,2,47179.729999999035
355,3,26094.370000000356
355,4,292.87
355,5,30764.30000000056
355,6,16629.689999999802
355,7,20969.210000000025
355,9,26639.510000000173
355,A,4239.429999999985
356,0,891596.1199997305
356,1,48245.35999999809
356,2,99784.01000000579
356,3,113053.70000001753
356,4,4119.439999999982
356,5,98988.48000000298
356,6,76145.62999999867
356,7,128904.43000000052
356,9,185705.01000009678
356,A,31860.530000001465
358,0,219879.24000000785
358,1,3713.799999999981
358,2,38265.74000000004
358,3,41410.369999999195
358,4,2957.0499999999797
358,5,31538.180000000622
358,6,6652.279999999918
358,7,57225.67999999758
358,9,59973.94999999454
358,A,12758.529999999948
359,0,458767.0400000018
359,1,11409.060000000238
359,2,17955.709999999995
359,3,15095.659999999898
359,4,15910.959999999819
359,5,27313.200000001063
359,6,41635.550000000425
359,7,50181.50999999885
359,9,40342.41999999988
359,A,17378.390000000094
360,0,225981.96000000782
360,1,4488.030000000038
360,2,45861.0899999981
360,3,15198.480000000056
360,4,983.1599999999987
360,5,37592.09000000039
360,6,12172.56999999995
360,7,29352.74999999974
360,9,44453.51999999637
360,A,12446.960000000185
361,0,691099.8799998355
361,1,14520.839999999927
361,2,102119.80000001195
361,3,35227.38000000051
361,4,4726.279999999985
361,5,53769.269999997276
361,6,73755.37999999612
361,7,136192.1000000082
361,9,84710.76000000176
361,A,15070.530000000095
362,0,520146.70999990264
362,1,32792.210000000145
362,2,46379.07999999798
362,3,36065.920000000784
362,4,714.3100000000003
362,5,60103.29999999763
362,6,15867.049999999763
362,7,35719.88000000262
362,9,40295.66999999958
362,A,13219.43999999986
363,0,244356.90000000934
363,1,12899.059999999958
363,2,36816.82000000141
363,3,50939.6799999969
363,4,2529.850000000005
363,5,24873.29000000095
363,6,45402.62999999888
363,7,74918.67999999583
363,9,98936.0400000103
363,A,18861.27000000001
364,0,461164.3399999716
364,1,25611.57000000045
364,2,77659.70000000342
364,3,48908.00999999896
364,4,6508.310000000001
364,5,50509.94999999767
364,6,34943.660000000746
364,7,124326.06999999628
364,9,190134.80000001696
364,A,12831.159999999942
365,0,195526.24000000616
365,1,6629.079999999962
365,2,23639.75000000067
365,3,6993.869999999956
365,4,2488.919999999992
365,5,14277.739999999954
365,6,14971.17999999978
365,7,18869.17999999988
365,9,15010.929999999798
365,A,5277.369999999993
366,0,97030.83000000262
366,1,12162.909999999976
366,2,1967.6000000000024
366,3,12068.189999999942
366,5,19846.280000000523
366,6,541.9800000000007
366,7,13252.22999999975
366,9,10646.939999999977
366,A,2785.5700000000033
367,0,1187793.8399995381
367,1,42520.45999999962
367,2,101560.95000000965
367,3,86107.27000000593
367,4,220443.0599999809
367,5,84281.91000000424
367,6,169776.20000000176
367,7,455856.31999993295
367,9,204088.67999998928
367,A,81394.23999999969
368,0,487529.7099999091
368,1,17614.799999999985
368,2,52215.499999999025
368,3,77619.03000000083
368,4,627.1000000000001
368,5,50749.08999999737
368,6,21702.160000000054
368,7,105297.28000000659
368,9,73847.77000000105
368,A,22479.600000000282
369,0,453408.3299999474
369,1,25350.900000000125
369,2,74065.42000000145
369,3,71960.68999999322
369,4,90133.64000000416
369,5,63202.499999996944
369,6,50422.97999999856
369,7,76511.34999999584
369,9,233174.01000001744
369,A,22588.720000000405
370,0,367778.0500000043
370,1,657.5499999999998
370,2,851.2399999999992
370,3,61530.01999999407
370,4,10029.330000000133
370,5,43730.00999999941
370,6,14636.049999999768
370,7,133075.3700000029
370,9,110099.39999999898
370,A,15853.210000000206
372,0,576625.9199999316
372,1,40684.1099999991
372,2,109109.60000001457
372,3,111947.9800000084
372,4,2990.7700000000054
372,5,65578.50999999604
372,6,48707.639999995925
372,7,104495.94000000316
372,9,140839.4900000109
372,A,49812.40999999859
374,0,358488.27999996167
374,1,3307.269999999963
374,2,40577.94999999964
374,3,26595.800000001425
374,4,816.7600000000008
374,5,24659.080000000533
374,6,38499.9699999997
374,7,35536.06000000047
374,9,51848.78999999828
374,A,11059.070000000038
375,0,454747.24999991176
375,1,23491.060000000336
375,2,77679.9799999986
375,3,128068.97000003223
375,4,973.5700000000012
375,5,41782.990000000405
375,6,63277.79999999434
375,7,142793.18000001422
375,9,104737.70000001571
375,A,45488.99999999732
379,0,90338.68000000206
379,1,14579.699999999986
379,2,2408.4000000000137
379,3,13792.849999999915
379,5,5648.149999999953
379,6,84.91
379,7,4795.099999999962
379,9,9940.589999999776
379,A,5739.299999999983
380,0,370165.069999979
380,1,10607.909999999925
380,2,22779.690000000643
380,3,19666.460000000316
380,4,2254.2799999999984
380,5,24857.310000000747
380,6,24920.280000000337
380,7,50401.18999999592
380,9,14769.559999999748
380,A,7171.8999999999105
381,0,816954.499999867
381,1,20728.390000000534
381,2,281229.9699999633
381,3,114373.13000001777
381,4,16209.589999999824
381,5,139102.6000000064
381,6,61167.21999999813
381,7,137322.0900000072
381,9,172878.3000000077
381,A,57300.89999999967
382,0,449106.84999999113
382,1,22198.75000000038
382,2,80278.74000000219
382,3,59546.60999999562
382,4,362.6100000000001
382,5,55775.75999999738
382,6,55070.719999997586
382,7,117604.58000000523
382,9,117423.60000001205
382,A,32750.800000000898
384,0,508474.30999992887
384,1,18792.609999999913
384,2,56486.899999998604
384,3,63939.35999999531
384,4,14652.220000000027
384,5,60228.09999999609
384,6,41542.63000000031
384,7,167011.58000000074
384,9,91067.12000000796
384,A,25753.05000000043
388,0,443376.80999999715
388,1,16145.989999999842
388,2,61810.94999999729
388,3,70687.76999999714
388,5,49364.44999999926
388,6,77515.4199999999
388,7,113035.36000000198
388,9,149255.4800000243
388,A,15860.49000000001
389,0,460884.27999999834
389,1,18838.520000000168
389,2,69786.48999999845
389,3,86078.5300000059
389,4,3326.9299999999935
389,5,37987.35000000078
389,6,56435.45999999614
389,7,92522.74999999715
389,9,61619.85999999724
389,A,32402.980000000458
391,0,450863.039999959
391,1,22430.420000000333
391,2,63317.0499999961
391,3,89110.17000000662
391,4,1123.500000000001
391,5,31420.7500000015
391,6,37181.58999999996
391,7,85353.10999999788
391,9,49531.29999999909
391,A,11950.449999999797
396,0,431193.38999998564
396,1,11775.649999999969
396,2,57451.21999999657
396,3,26008.750000001353
396,4,5899.799999999916
396,5,57082.62999999755
396,6,43907.72999999909
396,7,10774.749999999973
396,9,127540.94000002262
396,A,2826.929999999997
400,0,516696.4799998941
400,1,9028.46999999995
400,2,43888.63999999973
400,3,31955.37000000157
400,4,213.36999999999986
400,5,52824.87999999773
400,6,51357.25999999697
400,7,121252.48000000585
400,9,93684.76000001436
400,A,14616.670000000018
401,0,583704.0999998472
401,1,21625.380000000332
401,2,57120.55999999981
401,3,69217.1999999952
401,4,845.8300000000005
401,5,68214.99999999805
401,6,46113.1499999986
401,7,127189.64000001167
401,9,108443.19000001777
401,A,13424.510000000108
402,0,511356.72999991494
402,1,25450.00000000078
402,2,58919.70999999824
402,3,36298.91000000132
402,4,5063.37999999996
402,5,57909.19999999816
402,6,62097.91999999867
402,7,104294.00000001221
402,9,101012.56000001763
402,A,40048.739999999845
403,0,487717.68000003335
403,1,10509.649999999892
403,2,46172.12999999949
403,3,31959.41000000117
403,4,7739.789999999989
403,5,39216.98999999958
403,6,35203.440000000504
403,7,59007.82999999656
403,9,55113.0999999961
403,A,8848.989999999987
404,0,313312.6400000315
404,1,25410.180000000582
404,2,39296.69000000048
404,3,52130.31999999519
404,4,5478.679999999956
404,5,33499.70000000095
404,6,43249.729999999734
404,7,76616.29999999316
404,9,50569.36999999666
404,A,18769.490000000016
406,0,1050021.5999995698
406,1,25260.570000001528
406,2,146288.00999999855
406,3,191544.75000006016
406,4,11398.169999999776
406,5,78725.93999999973
406,6,96832.64999999596
406,7,119278.4400000008
406,9,122667.47000003276
406,A,42293.13999999927
408,0,397179.9599999364
408,1,15630.080000000236
408,2,56986.609999995875
408,3,46580.389999996914
408,4,2710.4000000000037
408,5,66833.54999999685
408,6,31522.56000000128
408,7,98468.6000000049
408,9,62396.80999999661
408,A,20645.93000000013
410,0,567470.0700000052
410,1,81724.48999999539
410,2,63431.36999999706
410,3,62470.62999999518
410,4,3783.7899999999695
410,5,86401.62000000253
410,6,16437.87999999991
410,7,62123.44999999476
410,9,35392.45000000101
410,A,7851.020000000037
411,0,74.31
412,0,417036.37999995245
412,1,12911.490000000069
412,2,31949.890000001215
412,3,66961.02999999974
412,4,1285.4799999999998
412,5,28573.050000000985
412,6,21997.110000000193
412,7,52489.089999996635
412,9,32243.63000000048
412,A,16444.250000000164
414,0,81268.38999999476
414,1,4507.489999999948
414,2,12249.489999999922
414,3,6014.779999999987
414,4,5621.869999999988
414,5,6848.199999999971
414,6,1035.4799999999993
414,7,23023.840000000117
414,9,10110.109999999777
414,A,5922.4199999998855
415,0,28082.870000000647
415,1,1251.5500000000002
415,2,3800.8499999999985
415,3,5635.970000000002
415,4,246.27999999999994
415,5,3179.1699999999832
415,6,2640.169999999993
415,7,3601.649999999999
415,9,2132.460000000008
415,A,1260.5999999999988
420,0,230387.16000000513
420,1,35083.70000000189
420,2,50008.09999999877
420,3,5959.179999999983
420,4,27170.010000000813
420,5,22638.7200000004
420,6,614.9599999999998
420,7,53062.63999999933
420,9,77185.91999999988
420,A,1324.4400000000012
421,0,593856.4299999475
421,1,20340.74000000064
421,2,102153.73000000269
421,3,46496.30999999849
421,4,4276.889999999941
421,5,65097.99999999755
421,6,36416.990000001635
421,7,76426.0299999991
421,9,104136.86000001323
421,A,16719.00000000001
422,0,550348.3199999034
422,1,19527.84000000012
422,2,113956.5100000149
422,3,50828.23999999793
422,4,598.3899999999999
422,5,64305.70999999674
422,6,5786.330000000033
422,7,97545.19999999684
422,9,109515.35000002073
422,A,1577.080000000002
424,0,590154.6199999363
424,1,15789.79000000004
424,2,77958.77999999769
424,3,45748.11999999903
424,4,13825.449999999728
424,5,46020.84999999913
424,6,49600.46999999802
424,7,60197.839999995194
424,9,65081.38999999465
424,A,23101.52000000031
427,0,768630.4699997553
427,1,35836.23999999957
427,2,65253.40999999813
427,3,154887.44000000283
427,4,15514.239999999874
427,5,82210.67000000585
427,6,13142.85999999999
427,7,44693.38999999893
427,9,94481.11000000052
427,A,3472.129999999985
429,0,567380.3699998279
429,1,21499.84000000042
429,2,71942.37000000085
429,3,57235.6499999972
429,4,4404.50999999997
429,5,43731.92999999959
429,6,91020.56000000144
429,7,122699.41000000844
429,9,69345.38999999703
429,A,13582.870000000046
432,0,545008.0099998853
432,1,11804.089999999962
432,2,86231.76000000238
432,3,34820.4100000014
432,4,487.2699999999997
432,5,53079.96999999899
432,6,55133.789999996596
432,7,83529.599999998
432,9,78713.7299999989
432,A,15352.909999999925
433,0,274323.3999999845
433,1,3929.2899999999613
433,2,41802.57000000111
433,3,20468.100000000835
433,5,35581.53000000127
433,6,19195.250000000247
433,7,59906.45999999468
433,9,39110.62999999999
433,A,9860.4399999999
436,0,348743.3500000269
436,1,33841.860000000655
436,2,62715.30999999791
436,3,44900.34999999763
436,4,793.3200000000008
436,5,40546.530000000464
436,6,1461.7700000000007
436,7,51791.969999997644
436,9,96062.1000000104
436,A,351.06999999999994
438,0,483032.56999998674
438,1,9365.029999999915
438,2,52446.930000000684
438,3,30641.050000001498
438,4,6801.629999999963
438,5,45900.01999999968
438,6,54240.549999999144
438,7,95618.94999999701
438,9,51657.55999999994
438,A,21256.330000000355
439,0,570935.9399999555
439,1,26094.76000000066
439,2,161563.97999999893
439,3,32562.700000001572
439,4,20682.660000000073
439,5,31445.160000001262
439,6,45074.23999999934
439,7,13474.479999999901
439,9,53583.44999999595
439,A,15667.640000000021
440,0,72.28
440,2,11.45
440,3,3.76
440,4,10.99
440,5,5.68
440,7,1.67
440,9,12.350000000000001
440,A,1.0
441,0,339920.65000000317
441,1,7508.329999999996
441,2,22859.430000000113
441,3,47202.68999999693
441,4,1000.9399999999997
441,5,65610.259999997
441,6,21787.219999999932
441,7,79692.54999999868
441,9,31771.490000000867
441,A,731.4300000000017
442,0,340797.84999998054
442,1,10583.369999999895
442,2,57819.13999999509
442,3,11854.209999999874
442,4,17081.180000000495
442,5,16444.319999999956
442,6,66869.62999999788
442,7,20762.50000000009
442,9,170184.6900000073
442,A,1162.4800000000018
443,0,570115.3699998813
443,1,10317.219999999965
443,2,64122.71999999383
443,3,25396.520000000986
443,4,7235.750000000028
443,5,52413.75999999827
443,6,25534.680000000557
443,7,136069.95000000406
443,9,64710.66999999569
443,A,31226.740000000715
445,0,374252.48999998486
445,1,10832.869999999974
445,2,59531.109999998276
445,3,27446.94000000107
445,4,184.32000000000005
445,5,45241.13999999861
445,6,26961.950000000117
445,7,97868.62999999737
445,9,89340.45000000726
445,A,14031.759999999855
446,0,508436.43999993446
446,1,22295.93000000006
446,2,47930.84999999942
446,3,45203.15999999904
446,4,6475.8399999999565
446,5,72922.03999999669
446,6,3072.6500000000106
446,7,14410.869999999228
446,9,36043.630000000594
446,A,6427.699999999985
447,0,419051.73999995197
447,1,33138.51000000058
447,2,51215.93999999929
447,3,41677.769999999204
447,4,161.16999999999996
447,5,60765.04999999907
447,6,19407.03000000015
447,7,19253.110000000062
447,9,39065.11999999974
447,A,112.32999999999997
448,0,270707.23000000615
448,1,4902.959999999912
448,2,43993.46999999916
448,3,22381.810000000703
448,4,5055.569999999987
448,5,29694.38000000178
448,6,55694.59999999854
448,7,73259.76999999484
448,9,115371.12000000884
448,A,15431.489999999983
450,0,456997.6899999545
450,1,11951.899999999821
450,2,69401.6999999976
450,3,89465.86000000578
450,4,2542.209999999993
450,5,40301.11999999949
450,6,51213.689999997405
450,7,72641.98999999801
450,9,129034.88000002652
450,A,12384.819999999958
31401,0,250733.44000000475
31401,1,27670.030000000843
31401,2,56227.40999999859
31401,3,12210.990000000076
31401,4,288.8300000000001
31401,5,14180.58000000015
31401,6,825.1000000000005
31401,7,26324.44000000067
31401,9,41350.349999998536
31582,0,180476.09000000817
31582,1,10276.119999999992
31582,2,20979.450000000317
31582,3,19961.350000000355
31582,4,2472.9099999999985
31582,5,15425.489999999869
31582,6,26819.62000000144
31582,7,42068.00999999971
31582,9,19838.590000000302
31582,A,8087.529999999965
31642,0,372661.29999999
31642,1,40575.27999999983
31642,2,11206.750000000002
31642,3,26644.290000000063
31642,4,4421.250000000045
31642,5,51458.669999997706
31642,6,2439.8999999999983
31642,7,9509.479999999892
31642,9,18450.06999999992
31642,A,1086.1600000000017
31742,0,525558.0299999552
31742,1,8484.399999999945
31742,2,151460.97999999422
31742,3,113977.0400000203
31742,4,11807.879999999826
31742,5,72302.8599999996
31742,6,54723.459999999315
31742,7,53185.41999999494
31742,9,136326.64000001695
31742,A,6816.359999999761
31762,0,131017.66000000428
31762,1,4441.679999999975
31762,2,10875.299999999786
31762,3,23023.860000000575
31762,4,17714.780000000213
31762,5,11869.4499999999
31762,6,3592.449999999967
31762,7,29793.78000000049
31762,9,42033.11999999897
31762,A,4276.000000000017
31782,0,809727.1399995977
31782,1,7266.960000000007
31782,2,80209.70000000203
31782,3,97768.59000000525
31782,4,98670.71000000535
31782,5,54199.17999999692
31782,6,52225.239999996935
31782,7,111608.37000000948
31782,9,129312.50000002379
31782,A,22829.85000000016
31862,0,501051.6599998826
31862,1,22182.290000000427
31862,2,75535.20000000004
31862,3,115150.5300000071
31862,4,305.1100000000001
31862,5,59944.379999995486
31862,6,50633.11999999935
31862,7,92624.38000000142
31862,9,85506.95000000359
31862,A,990.4899999999999
32004,0,746782.939999762
32004,1,73763.78999999579
32004,2,86473.60000000235
32004,3,153035.10999996887
32004,4,1851.4000000000065
32004,5,118683.6100000184
32004,6,42994.02000000062
32004,7,83836.82000000382
32004,9,157019.6600000168
32004,A,3580.289999999988
33923,0,115209.6700000061
33923,1,3308.750000000004
33923,2,21191.59000000002
33923,3,16722.520000000262
33923,4,140.76
33923,5,9023.689999999966
33923,6,7612.979999999932
33923,7,15434.149999999952
33923,9,19605.790000000212
33923,A,3988.509999999955
34007,0,22900.360000000073
34007,1,4153.059999999991
34007,2,4135.699999999977
34007,3,4877.97000000002
34007,4,3.48
34007,5,3641.8999999999846
34007,6,224.30999999999992
34007,7,6644.259999999955
34007,9,10772.559999999874
34007,A,45.309999999999995
34011,0,81070.92999999723
34011,1,783.089999999995
34011,2,8449.759999999893
34011,3,6365.459999999978
34011,4,9003.069999999952
34011,5,5085.479999999963
34011,6,2227.880000000004
34011,7,3270.5499999999797
34011,9,2719.2199999999953
34011,A,2520.9399999999955
34037,0,842.7099999999996
34037,1,23.18
34037,2,122.25
34037,3,213.76000000000008
34037,5,49.28
34037,6,98.29000000000002
34037,7,166.58000000000004
34037,A,64.24000000000001
34280,0,33016.4700000004
34280,1,338.43
34280,2,3217.3599999999747
34280,3,6740.26000000003
34280,4,186.57000000000002
34280,5,1272.620000000001
34280,6,3904.9899999999784
34280,7,5411.869999999962
34280,9,2203.690000000008
34280,A,847.7999999999968
