STORE_ID,mailer,SALES_VALUE
327,X,5553.849999999986
327,Z,193.27000000000004
329,0,279505.8199999795
329,A,320774.70999995695
329,C,7067.119999999894
329,D,143125.450000015
329,F,30672.72000000108
329,H,35367.9000000007
329,J,4437.8199999999815
329,L,6315.64999999996
329,P,24.99
329,X,3756.2500000000077
329,Z,98.02999999999997
330,0,366172.4299999695
330,A,347994.50999999075
330,C,6697.75999999993
330,D,203359.82000003412
330,F,29348.660000001244
330,H,40013.400000000256
330,J,4952.119999999997
330,L,6381.389999999983
330,X,5605.910000000004
330,Z,302.22
333,0,190005.3199999937
333,A,394501.7600000343
333,C,8856.269999999902
333,D,194865.2700000209
333,F,66959.91999999489
333,H,41850.15999999905
333,J,6389.70999999993
333,L,7322.769999999959
333,X,5385.260000000005
333,Z,436.78000000000003
334,0,147201.36000000613
334,A,303459.72999999626
334,C,5579.679999999937
334,D,181635.01000001482
334,F,45720.47999999978
334,H,33956.900000000605
334,J,5406.600000000012
334,L,5086.579999999984
334,P,17.99
334,X,5109.030000000005
334,Z,392.00000000000006
335,0,433499.8999999751
335,A,394096.71999997913
335,C,8758.689999999917
335,D,192614.70000003022
335,F,38759.760000001384
335,H,40483.149999999674
335,J,6325.649999999987
335,L,5866.149999999959
335,X,3556.3200000000033
335,Z,282.32000000000005
337,0,79897.05999999409
337,A,121167.47000000399
337,C,2142.920000000007
337,D,56599.419999994956
337,F,7501.349999999884
337,H,13476.229999999914
337,J,1520.6300000000008
337,L,1340.1300000000024
337,X,880.530000000002
337,Z,67.5
338,0,259036.3399999727
338,A,198406.85999999216
338,C,3864.289999999988
338,D,89917.71999999996
338,F,18618.7900000001
338,H,20800.480000000298
338,J,2684.9399999999973
338,L,2885.4499999999975
338,X,3267.0800000000104
338,Z,71.15999999999997
339,0,188792.91000000172
339,A,164822.43999999925
339,C,3209.370000000001
339,D,74999.5099999966
339,F,11725.099999999793
339,H,15330.129999999948
339,J,2412.740000000005
339,L,2207.14
339,X,2621.070000000006
339,Z,105.11999999999996
340,0,169826.86000000857
340,A,159414.01999999984
340,C,2670.9100000000053
340,D,81877.34999999458
340,F,13739.2699999997
340,H,19018.500000000284
340,J,1969.9000000000015
340,L,1712.470000000004
340,X,874.3800000000014
340,Z,74.08
341,0,226574.2000000207
341,A,213700.330000005
341,C,4196.440000000012
341,D,132222.41000001747
341,F,15756.379999999865
341,H,25873.01000000044
341,J,3904.450000000009
341,L,3360.089999999994
341,X,3331.350000000002
341,Z,197.36
343,0,372846.309999927
343,A,520871.06999990996
343,C,10951.63999999989
343,D,282441.8900000244
343,F,63775.49999999484
343,H,57460.08999999698
343,J,8746.119999999959
343,L,10276.199999999919
343,P,31.98
343,X,7808.68999999996
343,Z,333.18000000000006
345,0,222485.4700000112
345,A,191007.33000000424
345,C,3780.3900000000044
345,D,109771.78000000012
345,F,13058.249999999689
345,H,23543.29000000035
345,J,3650.8200000000033
345,L,2581.3300000000013
345,X,2692.189999999999
345,Z,116.27000000000001
346,0,194392.28000001295
346,A,308430.5700000054
346,C,6535.039999999934
346,D,159349.36000001483
346,F,29236.560000000754
346,H,33752.82000000067
346,J,4288.369999999995
346,L,5240.139999999988
346,P,35.98
346,X,3758.2500000000045
346,Z,399.08000000000004
352,0,32119.760000001595
352,A,70292.85999999799
352,C,2592.5599999999963
352,D,34922.600000000755
352,F,5667.0799999999135
352,H,8362.929999999951
352,J,1276.56
352,L,1243.6600000000005
352,X,1017.6500000000003
352,Z,30.73
354,0,81875.4399999689
354,A,143125.46999999654
354,C,4093.660000000004
354,D,79460.81999999637
354,F,14571.819999999701
354,H,16017.570000000042
354,J,1978.2799999999977
354,L,2259.7999999999993
354,X,1042.570000000002
354,Z,18.5
355,0,115331.3600000068
355,A,147049.98000000947
355,C,3546.3899999999994
355,D,94112.72999999934
355,F,25044.930000000983
355,H,19257.940000000115
355,J,2211.919999999999
355,L,2681.359999999998
355,X,2215.0800000000004
355,Z,44.75000000000001
356,0,490985.7000001653
356,A,639075.5899998873
356,C,15460.799999999655
356,D,354418.21000008075
356,F,74060.29999999727
356,H,73908.50999999659
356,J,9442.149999999976
356,L,9952.219999999943
356,P,174.91
356,X,10594.979999999998
356,Z,329.3400000000001
358,0,170764.55999999619
358,A,158521.25000000687
358,C,4372.11999999999
358,D,97180.62999999426
358,F,15638.789999999723
358,H,19668.190000000144
358,J,2919.860000000008
358,L,2689.6099999999906
358,X,2523.1200000000104
358,Z,96.68999999999997
359,0,160055.059999996
359,A,289348.60999995936
359,C,7545.8199999999
359,D,152383.91000001534
359,F,38829.74000000202
359,H,32217.6100000011
359,J,5038.049999999987
359,L,6065.739999999975
359,X,4363.120000000009
359,Z,141.84
360,0,143319.22999999538
360,A,161875.36000000796
360,C,2895.579999999994
360,D,82720.62999999618
360,F,12649.899999999774
360,H,19541.790000000005
360,J,2074.6099999999997
360,L,1724.360000000004
360,X,1608.9100000000044
360,Z,120.23999999999998
361,0,344661.4199999462
361,A,472526.21999991965
361,C,12639.649999999863
361,D,260090.05000000572
361,F,53408.42999999892
361,H,47834.01999999903
361,J,5599.559999999977
361,L,8481.72999999996
361,X,5893.509999999983
361,Z,57.63
362,0,176831.2900000054
362,A,341900.07999997877
362,C,9047.709999999812
362,D,181886.56000002328
362,F,35913.9300000018
362,H,39704.4599999998
362,J,5380.949999999982
362,L,5394.809999999957
362,X,5060.589999999975
362,Z,183.18999999999994
363,0,260889.76999999885
363,A,189077.95000000866
363,C,4875.499999999969
363,D,104701.96000000497
363,F,19519.280000000566
363,H,22563.980000000407
363,J,3168.899999999994
363,L,3229.8299999999936
363,X,2431.4300000000057
363,Z,75.62
364,0,385015.889999985
364,A,352201.97999997746
364,C,8412.729999999934
364,D,197075.41000002183
364,F,30028.470000001736
364,H,44001.82999999884
364,J,5961.999999999952
364,L,5554.459999999949
364,X,4012.020000000007
364,Z,332.78000000000003
365,0,62209.569999995314
365,A,135500.56000000506
365,C,2633.470000000001
365,D,69270.70999999718
365,F,13649.959999999854
365,H,14493.289999999908
365,J,2297.1000000000054
365,L,2111.230000000004
365,X,1411.110000000003
365,Z,107.25999999999999
366,0,56489.71999999727
366,A,65023.099999995364
366,C,1212.6300000000037
366,D,33757.3400000003
366,F,3276.9999999999613
366,H,8240.739999999945
366,J,981.8899999999999
366,L,666.19
366,X,607.4800000000002
366,Z,46.440000000000005
367,0,1085297.7099990477
367,A,854694.7899998608
367,C,17850.05000000016
367,D,410399.8600000264
367,F,136980.11000002123
367,H,90545.50000000086
367,J,13127.659999999783
367,L,15448.229999999925
367,P,61.959999999999994
367,X,8912.679999999866
367,Z,504.38
368,0,294620.56999997573
368,A,345202.4599999691
368,C,7514.889999999855
368,D,167055.73000001206
368,F,38620.74000000109
368,H,40009.88999999944
368,J,5153.519999999981
368,L,6798.829999999966
368,P,16.99
368,X,4341.6300000000165
368,Z,346.78999999999985
369,0,551170.8999997583
369,A,340032.12999999017
369,C,8070.7999999998865
369,D,152146.53000000762
369,F,56963.44999999899
369,H,34668.65000000109
369,J,5755.67999999996
369,L,6778.609999999955
369,X,4948.789999999985
369,Z,283.0
370,0,255900.26000004646
370,A,263910.90999999346
370,C,6033.859999999973
370,D,164438.2100000172
370,F,23918.830000000766
370,H,32013.140000000843
370,J,4017.0599999999968
370,L,4297.319999999977
370,X,3564.830000000006
370,Z,145.81
372,0,444891.1099999589
372,A,434398.919999986
372,C,10681.819999999865
372,D,241451.89000003904
372,F,47939.520000000724
372,H,52539.439999997296
372,J,7157.849999999963
372,L,6448.649999999967
372,X,5022.369999999991
372,Z,260.79999999999995
374,0,152036.5500000053
374,A,229476.99999998667
374,C,8109.0499999998765
374,D,126834.92000001093
374,F,36646.440000001894
374,H,25985.870000000712
374,J,3239.949999999989
374,L,3835.3199999999792
374,X,5070.759999999984
374,Z,153.17000000000007
375,0,465088.6999997802
375,A,336115.66999998473
375,C,8662.909999999787
375,D,158194.170000033
375,F,64233.50999999654
375,H,33535.57000000063
375,J,5799.539999999956
375,L,6141.489999999978
375,P,16.99
375,X,4889.899999999975
375,Z,363.0500000000001
379,0,29982.57000000027
379,A,60409.559999996694
379,C,1271.1100000000035
379,D,40535.66999999855
379,F,4661.819999999968
379,H,7108.159999999984
379,J,1164.1900000000003
379,L,1079.06
379,X,1084.7700000000002
379,Z,30.770000000000003
380,0,113068.80000001605
380,A,243124.54999999172
380,C,4733.049999999966
380,D,118075.42000000013
380,F,31750.550000002
380,H,26283.02000000058
380,J,3795.2999999999943
380,L,4468.199999999984
380,X,2029.3100000000018
380,Z,265.45000000000005
381,0,696083.3099996479
381,A,640489.7800000415
381,C,14487.729999999818
381,D,297840.98000005
381,F,64952.28999999657
381,H,78268.4999999994
381,J,9834.349999999908
381,L,9905.849999999957
381,X,4987.319999999998
381,Z,416.5800000000001
382,0,341517.5399999573
382,A,361676.6500000189
382,C,8062.399999999894
382,D,186602.59000001935
382,F,32142.220000002093
382,H,42659.9999999991
382,J,5398.099999999969
382,L,5463.4499999999725
382,P,17.99
382,X,6314.189999999975
382,Z,263.89000000000004
384,0,355704.0699999192
384,A,392104.349999965
384,C,7470.2099999999
384,D,189641.92000000516
384,F,44846.88999999964
384,H,40966.420000000166
384,J,5818.339999999968
384,L,6331.799999999955
384,X,4802.299999999992
384,Z,261.58000000000004
388,0,391612.3299999192
388,A,318806.84000000166
388,C,7922.369999999871
388,D,181126.84000002002
388,F,45790.830000000904
388,H,34615.40000000086
388,J,5542.009999999996
388,L,5623.279999999977
388,X,5900.339999999985
388,Z,112.47999999999995
389,0,318959.40999999706
389,A,346573.3100000385
389,C,7036.999999999891
389,D,164339.55000002627
389,F,32223.1100000023
389,H,34855.860000000655
389,J,5373.979999999957
389,L,5401.759999999979
389,X,4853.850000000008
389,Z,265.32
391,0,264020.07999998715
391,A,317371.2399999636
391,C,6179.899999999914
391,D,166800.9700000182
391,F,37620.180000000764
391,H,35105.63000000107
391,J,5146.249999999987
391,L,5328.59999999997
391,X,4519.810000000017
391,Z,188.71999999999997
396,0,242186.1499999561
396,A,293121.7499999772
396,C,7416.569999999913
396,D,139138.29000001325
396,F,47598.71000000036
396,H,31185.670000000988
396,J,5058.1699999999855
396,L,4749.849999999983
396,X,3725.730000000013
396,Z,280.9
400,0,241911.58999997829
400,A,351770.2799999474
400,C,8296.059999999818
400,D,230300.3100000317
400,F,43020.619999999566
400,H,39623.23999999996
400,J,5513.5899999999865
400,L,6078.799999999976
400,X,8490.109999999988
400,Z,513.7800000000001
401,0,305356.66999996925
401,A,439339.39999996626
401,C,9250.939999999813
401,D,217094.64000001582
401,F,55814.88999999741
401,H,46101.199999998535
401,J,6628.599999999977
401,L,10050.24999999994
401,X,5989.349999999982
401,Z,272.61999999999995
402,0,352889.5099998935
402,A,337897.519999987
402,C,10402.609999999886
402,D,183820.97999999605
402,F,61857.95999999734
402,H,38423.21000000027
402,J,5661.789999999975
402,L,6191.139999999973
402,X,4935.209999999956
402,Z,371.22000000000014
403,0,176035.48000000566
403,A,313229.2299999964
403,C,6592.389999999958
403,D,194185.45000002146
403,F,40589.020000000804
403,H,36429.13000000043
403,J,4683.149999999998
403,L,6022.889999999976
403,X,3514.8700000000017
403,Z,207.4
404,0,215647.55000002094
404,A,241292.660000007
404,C,7240.439999999933
404,D,120641.0100000009
404,F,33903.35000000192
404,H,26505.350000000522
404,J,4354.299999999999
404,L,4767.37999999998
404,X,3911.310000000009
404,Z,69.75
406,0,532428.4599997957
406,A,729432.5399998077
406,C,17588.80999999996
406,D,377434.8900000933
406,F,112754.50000001353
406,H,77026.699999998
406,J,11227.439999999926
406,L,13538.869999999863
406,P,82.96
406,X,11874.429999999935
406,Z,921.1400000000002
408,0,231132.2699999864
408,A,321934.7799999629
408,C,7538.549999999913
408,D,167970.68000002086
408,F,21280.630000000434
408,H,34785.94000000102
408,J,5320.079999999974
408,L,4882.089999999981
408,P,10.97
408,X,3900.5800000000086
408,Z,198.32000000000005
410,0,229654.04999999775
410,A,407986.6299999914
410,C,10057.749999999874
410,D,231505.20000004253
410,F,40794.61000000013
410,H,47861.399999997615
410,J,7011.719999999982
410,L,6343.2599999999675
410,X,5684.010000000013
410,Z,188.14
411,A,31.380000000000003
411,D,31.959999999999994
411,F,10.97
412,0,186244.71000001213
412,A,268230.28999999474
412,C,6045.679999999913
412,D,136230.85000000562
412,F,40503.99000000096
412,H,31405.28000000059
412,J,4141.170000000008
412,L,5070.799999999971
412,X,3755.7100000000046
412,Z,262.9200000000001
414,0,44171.74999999736
414,A,59270.28999999779
414,C,1515.0500000000036
414,D,33220.40000000067
414,F,10371.05999999987
414,H,5842.859999999972
414,J,805.8600000000001
414,L,1142.900000000001
414,X,253.01999999999998
414,Z,8.879999999999999
415,0,14457.98999999987
415,A,19707.25000000002
415,C,301.8000000000002
415,D,11148.070000000005
415,F,2134.1400000000017
415,H,2568.680000000005
415,J,445.1499999999999
415,L,289.33000000000004
415,X,721.0
415,Z,58.160000000000004
420,0,193419.7499999748
420,A,159627.56000000023
420,C,4447.700000000003
420,D,103906.43000000017
420,F,16230.509999999758
420,H,18457.560000000012
420,J,2410.430000000001
420,L,2535.7800000000025
420,X,2251.6099999999983
420,Z,147.49999999999997
421,0,283429.67999999085
421,A,413157.2699999972
421,C,8678.289999999843
421,D,247989.64000002877
421,F,47070.25000000071
421,H,47013.88999999915
421,J,6000.609999999985
421,L,6405.769999999988
421,X,5860.889999999981
421,Z,314.69000000000005
422,0,272004.16999998764
422,A,391863.68999996455
422,C,9447.64000000003
422,D,238257.36000001553
422,F,39361.020000000426
422,H,46074.57999999872
422,J,6469.789999999988
422,L,6153.959999999966
422,X,4154.659999999987
422,Z,202.1000000000001
424,0,243434.11999998914
424,A,410547.7499999652
424,C,9029.569999999885
424,D,212370.00000003475
424,F,47881.180000001834
424,H,44829.4699999992
424,J,6629.029999999973
424,L,6946.82999999996
424,X,5532.319999999982
424,Z,278.55999999999995
427,0,293352.1499999653
427,A,540182.1299999224
427,C,11205.879999999896
427,D,294768.41000004165
427,F,51016.689999999806
427,H,61109.56999999639
427,J,8159.249999999974
427,L,8844.449999999963
427,X,8909.009999999973
427,Z,574.42
429,0,335631.24999992875
429,A,395834.3199999419
429,C,9945.759999999791
429,D,202864.66000002116
429,F,54653.46999999921
429,H,44363.62999999913
429,J,6744.739999999958
429,L,6339.599999999952
429,X,6063.269999999963
429,Z,402.2000000000001
432,0,295162.9699999639
432,A,358794.3799999702
432,C,9455.989999999834
432,D,196906.210000008
432,F,43917.909999999785
432,H,40162.82999999961
432,J,5317.059999999994
432,L,7278.749999999956
432,P,10.99
432,X,6592.299999999978
432,Z,562.1500000000003
433,0,149206.95999999953
433,A,194166.15999999444
433,C,4641.179999999968
433,D,100533.23000000055
433,F,23174.57000000081
433,H,22401.730000000407
433,J,2939.620000000001
433,L,3855.2199999999825
433,X,3119.830000000008
433,Z,139.17
436,0,212875.22999998648
436,A,255219.7000000107
436,C,5740.589999999991
436,D,141982.38000000862
436,F,23128.680000000666
436,H,28877.080000000693
436,J,4914.0699999999915
436,L,4784.029999999974
436,X,3377.6499999999983
436,Z,308.22
438,0,226693.23999999976
438,A,345907.42999999906
438,C,6194.42999999992
438,D,181800.31000001053
438,F,37343.67000000102
438,H,35591.56000000044
438,J,5131.4099999999935
438,L,6315.4099999999535
438,X,5646.11999999999
438,Z,337.0400000000001
439,0,218501.97999998965
439,A,370187.9599999769
439,C,7984.409999999872
439,D,252331.13000003377
439,F,58891.81999999615
439,H,39309.210000000145
439,J,6729.269999999999
439,L,5740.089999999961
439,P,0.0
439,X,11146.05999999998
439,Z,263.08000000000015
440,0,34.510000000000005
440,A,58.540000000000006
440,D,23.069999999999997
440,F,3.06
441,0,159812.54000000813
441,A,238442.4000000007
441,C,5348.909999999949
441,D,158431.50000001324
441,F,15684.17999999974
441,H,27904.770000000684
441,J,3608.6200000000013
441,L,2894.169999999995
441,X,5820.000000000016
441,Z,137.89999999999998
442,0,286751.7399999792
442,A,216645.01999997973
442,C,6155.629999999947
442,D,127334.4100000077
442,F,42143.6000000007
442,H,22082.08000000043
442,J,3792.6299999999983
442,L,3563.1699999999887
442,X,4383.850000000011
442,Z,707.2400000000002
443,0,253568.91000001648
443,A,387229.1499999207
443,C,7188.649999999918
443,D,241027.66000004092
443,F,32958.980000001786
443,H,48578.51999999869
443,J,6016.090000000018
443,L,6113.159999999964
443,X,4215.0700000000115
443,Z,247.18999999999997
445,0,249125.28999997245
445,A,265442.26999997057
445,C,6358.809999999906
445,D,154911.65000001172
445,F,24378.680000000844
445,H,32807.200000001445
445,J,4603.440000000006
445,L,4295.70999999997
445,X,3549.2300000000205
445,Z,219.37999999999997
446,0,170215.96000001903
446,A,327857.3999999934
446,C,7256.069999999884
446,D,174879.18000002886
446,F,29213.95000000211
446,H,40306.19999999974
446,J,5300.589999999969
446,L,4650.929999999969
446,X,3275.520000000016
446,Z,263.31000000000006
447,0,169919.58000001655
447,A,278558.8799999901
447,C,7153.0099999999275
447,D,156953.1600000047
447,F,22910.020000000626
447,H,31555.05000000079
447,J,4042.9899999999943
447,L,5629.139999999981
447,P,17.99
447,X,7049.040000000003
447,Z,58.90999999999999
448,0,247845.3499999835
448,A,221854.93999999657
448,C,4552.589999999976
448,D,99027.93000000248
448,F,29740.730000001575
448,H,24056.300000000458
448,J,2888.8799999999974
448,L,3822.299999999988
448,X,2575.070000000011
448,Z,128.30999999999997
450,0,326138.2799999795
450,A,318157.24999995274
450,C,7587.699999999876
450,D,181362.98000001506
450,F,49675.25999999958
450,H,36935.27000000031
450,J,4484.249999999994
450,L,5717.849999999953
450,X,5623.2199999999875
450,Z,253.80000000000007
31401,0,111440.2400000057
31401,A,171821.2700000043
31401,C,4369.679999999986
31401,D,100437.62999999723
31401,F,14397.919999999704
31401,H,18835.990000000074
31401,J,3090.0000000000064
31401,L,2758.5300000000025
31401,X,2606.6699999999955
31401,Z,53.24000000000001
31582,0,102121.27000000575
31582,A,126320.07000000359
31582,C,2633.7299999999946
31582,D,78364.9599999962
31582,F,14711.83999999971
31582,H,15798.729999999972
31582,J,1941.5100000000061
31582,L,2049.920000000004
31582,X,2305.500000000004
31582,Z,157.63
31642,0,94998.86000000164
31642,A,232269.16999999722
31642,C,5508.169999999941
31642,D,148241.55000001675
31642,F,19393.170000000362
31642,H,27666.840000000695
31642,J,3098.6499999999987
31642,L,3525.7199999999875
31642,X,3592.820000000009
31642,Z,158.20000000000002
31742,0,421759.1699999292
31742,A,407021.33999998786
31742,C,10215.129999999848
31742,D,191260.53000001647
31742,F,42890.04000000033
31742,H,42929.04999999976
31742,J,5966.629999999991
31742,L,6184.689999999965
31742,P,54.97
31742,X,6131.949999999966
31742,Z,229.57
31762,0,98681.93000000829
31762,A,96019.65999999995
31762,C,2254.9400000000073
31762,D,56457.05999999722
31762,F,9212.409999999854
31762,H,10733.239999999922
31762,J,1498.7100000000005
31762,L,1739.5600000000024
31762,X,1973.5800000000027
31762,Z,66.99
31782,0,452974.2499999371
31782,A,553119.0899998693
31782,C,13373.509999999958
31782,D,304883.8500000599
31782,F,51475.920000000406
31782,H,60518.74999999728
31782,J,8656.779999999955
31782,L,9617.479999999965
31782,P,44.97
31782,X,8624.759999999933
31782,Z,528.8799999999999
31862,0,337585.9299999536
31862,A,370860.5099999385
31862,C,6829.379999999905
31862,D,172244.03000001397
31862,F,62548.43999999521
31862,H,38086.74000000011
31862,J,4897.919999999984
31862,L,6421.069999999967
31862,P,17.99
31862,X,4010.900000000008
31862,Z,421.2000000000002
32004,0,465397.079999821
32004,A,548519.4099999587
32004,C,11817.439999999899
32004,D,294087.7800000433
32004,F,60765.04999999677
32004,H,57662.66999999716
32004,J,8586.179999999922
32004,L,10939.959999999925
32004,X,9658.769999999957
32004,Z,586.8999999999996
33923,0,69555.67999999985
33923,A,76759.79000000046
33923,C,1123.8300000000015
33923,D,40457.59999999936
33923,F,10346.749999999845
33923,H,9572.759999999957
33923,J,1633.7300000000014
33923,L,1483.7500000000016
33923,P,24.99
33923,X,1160.6700000000028
33923,Z,118.85999999999999
34007,0,25083.95000000088
34007,A,15235.759999999595
34007,C,106.72000000000001
34007,D,11832.599999999877
34007,F,1543.2599999999995
34007,H,2292.480000000002
34007,J,354.1500000000004
34007,L,380.5800000000001
34007,P,89.77999999999997
34007,X,466.4099999999999
34007,Z,13.22
34011,0,26250.260000001115
34011,A,53212.4699999983
34011,C,862.1400000000001
34011,D,22111.930000000077
34011,F,9624.769999999857
34011,H,6179.899999999969
34011,J,1549.3300000000045
34011,L,407.32000000000016
34011,X,1218.790000000003
34011,Z,79.47000000000001
34037,0,372.56999999999994
34037,A,622.4400000000003
34037,D,389.5299999999998
34037,F,91.49999999999999
34037,H,101.25
34037,L,3.0
34280,0,15574.719999999728
34280,A,19648.7100000001
34280,C,270.83000000000004
34280,D,12582.770000000015
34280,F,3495.8099999999813
34280,H,2948.0600000000036
34280,J,955.3599999999996
34280,L,490.81000000000006
